applicant_id,predicted_damage_amount,predicted_damage_incident,predicted_revenue,predicted_profit
198,0.0,0,2038.767340207507,2038.767340207507
199,0.0,0,4439.398954238537,4439.398954238537
201,0.0,0,2321.93178457902,2321.93178457902
202,0.0,0,1997.9381154526395,1997.9381154526395
205,0.0,0,2152.4245205314746,2152.4245205314746
208,0.0,0,2056.9952565398307,2056.9952565398307
209,0.0,0,2457.653866450013,2457.653866450013
210,0.0,0,2213.085265057679,2213.085265057679
211,0.0,0,1990.260247648312,1990.260247648312
213,0.0,0,1980.731505982969,1980.731505982969
215,0.0,0,2021.2539793973751,2021.2539793973751
217,0.0,0,2119.967247558297,2119.967247558297
218,0.0,0,2041.783496198584,2041.783496198584
222,0.0,0,2047.5763836272288,2047.5763836272288
223,0.0,0,2135.726448443744,2135.726448443744
229,0.0,0,1965.6599741101004,1965.6599741101004
230,0.0,0,1948.8112790986409,1948.8112790986409
236,0.0,0,1981.314971791856,1981.314971791856
237,0.0,0,2098.119039566911,2098.119039566911
240,0.0,0,2338.8001371434084,2338.8001371434084
242,0.0,0,1994.5252302959225,1994.5252302959225
246,0.0,0,2055.199114013813,2055.199114013813
249,0.0,0,2015.0718514825176,2015.0718514825176
251,0.0,0,2186.7433309168423,2186.7433309168423
252,0.0,0,1953.2969446438733,1953.2969446438733
253,0.0,0,4051.700025509194,4051.700025509194
254,0.0,0,3062.9899456678763,3062.9899456678763
256,0.0,0,5683.38190706527,5683.38190706527
260,0.0,0,2374.0361230815424,2374.0361230815424
261,0.0,0,1975.3115075453816,1975.3115075453816
262,0.0,0,2203.5888860290743,2203.5888860290743
263,0.0,0,1970.267264799384,1970.267264799384
264,0.0,0,2417.345887011192,2417.345887011192
265,0.0,0,2223.7925473484747,2223.7925473484747
267,0.0,0,2075.48190822899,2075.48190822899
270,0.0,0,4067.9063953536606,4067.9063953536606
274,0.0,0,2183.4667359384166,2183.4667359384166
275,0.0,0,1986.1544274099529,1986.1544274099529
277,0.0,0,2584.270863827004,2584.270863827004
280,0.0,0,2055.805809429052,2055.805809429052
288,0.0,0,2262.4249954848497,2262.4249954848497
291,0.0,0,2013.407900065076,2013.407900065076
292,0.0,0,1983.1890714225976,1983.1890714225976
295,0.0,0,2111.4003215584007,2111.4003215584007
296,0.0,0,1957.076277808375,1957.076277808375
299,0.0,0,2180.5350844185537,2180.5350844185537
303,0.0,0,2184.3660383400866,2184.3660383400866
304,0.0,0,2179.297426808997,2179.297426808997
306,0.0,0,1999.592803377338,1999.592803377338
307,0.0,0,2910.6423298037244,2910.6423298037244
317,0.0,0,2400.068286344591,2400.068286344591
323,0.0,0,2170.572448782073,2170.572448782073
328,0.0,0,2121.084398216142,2121.084398216142
329,0.0,0,1983.333005023287,1983.333005023287
334,0.0,0,3221.279597233891,3221.279597233891
335,0.0,0,2034.2654245190893,2034.2654245190893
338,0.0,0,2159.2347277057,2159.2347277057
340,0.0,0,2059.2581709702554,2059.2581709702554
341,0.0,0,2761.0165532440706,2761.0165532440706
342,0.0,0,3544.678659271141,3544.678659271141
343,0.0,0,2038.1946871337948,2038.1946871337948
349,0.0,0,2043.7429947996188,2043.7429947996188
350,0.0,0,2175.560550806857,2175.560550806857
353,0.0,0,2062.978161549957,2062.978161549957
354,0.0,0,2006.8064598167016,2006.8064598167016
357,0.0,0,2036.415784740995,2036.415784740995
358,0.0,0,2155.583122900452,2155.583122900452
359,0.0,0,1957.094030828303,1957.094030828303
361,0.0,0,2562.2316052760166,2562.2316052760166
371,111.96,1,2313.569351426588,2201.609351426588
373,0.0,0,2576.952126668657,2576.952126668657
379,0.0,0,3622.039760726932,3622.039760726932
388,0.0,0,2208.403161664025,2208.403161664025
391,0.0,0,2384.6382584510275,2384.6382584510275
393,0.0,0,2007.119606171501,2007.119606171501
400,0.0,0,2016.772382207313,2016.772382207313
401,0.0,0,2022.501133939744,2022.501133939744
402,0.0,0,2133.94229163156,2133.94229163156
405,0.0,0,2637.742954501517,2637.742954501517
410,0.0,0,2088.3362211014264,2088.3362211014264
423,0.0,0,2129.1674112747096,2129.1674112747096
424,275.114,1,4348.919644878362,4073.805644878362
426,0.0,0,2012.72941119296,2012.72941119296
431,0.0,0,4929.571003830665,4929.571003830665
433,0.0,0,2187.6821881990745,2187.6821881990745
436,0.0,0,2492.096383521989,2492.096383521989
437,0.0,0,2115.567135629818,2115.567135629818
439,0.0,0,2054.17172543001,2054.17172543001
443,0.0,0,2030.497482775815,2030.497482775815
448,0.0,0,2249.1878036905327,2249.1878036905327
449,0.0,0,2256.0114455367966,2256.0114455367966
450,0.0,0,2021.0300762876584,2021.0300762876584
453,0.0,0,1953.374060648563,1953.374060648563
456,0.0,0,2126.523981331303,2126.523981331303
458,0.0,0,2358.0133357496043,2358.0133357496043
459,0.0,0,2295.265814017217,2295.265814017217
460,0.0,0,2814.09830312156,2814.09830312156
463,0.0,0,2658.073870713375,2658.073870713375
464,0.0,0,2164.4525036757504,2164.4525036757504
465,0.0,0,2103.603243473176,2103.603243473176
472,0.0,0,2424.449091706553,2424.449091706553
473,0.0,0,2831.871142734107,2831.871142734107
474,0.0,0,1967.543713563859,1967.543713563859
475,0.0,0,2720.937898332912,2720.937898332912
476,0.0,0,2187.300375526227,2187.300375526227
481,0.0,0,2308.4814858444497,2308.4814858444497
483,0.0,0,1955.199999933814,1955.199999933814
484,0.0,0,2095.2694185307664,2095.2694185307664
490,0.0,0,2467.93618753395,2467.93618753395
491,0.0,0,2126.451463867988,2126.451463867988
494,136.542,1,2341.139353159775,2204.597353159775
495,0.0,0,2827.322292288295,2827.322292288295
496,0.0,0,2738.7762384527227,2738.7762384527227
497,0.0,0,2012.2754117857444,2012.2754117857444
498,0.0,0,2197.3821546718946,2197.3821546718946
