income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,tenure_yrs,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,outcome_profit,outcome_damage_inc,outcome_damage_amount,gender_M,gender_V
980.0,280.0,1814.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,5.0,0.0,29429.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,254.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.8195863519331992,0.5504583346728151,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1953.79,0,0.0,0,1
577.0,128.0,1690.0,1075.0,3.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,4.0,1.0,31060.0,31.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,417.0,35.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2822.35,1,898.0,0,1
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,5.0,0.0,32778.55891619407,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,350.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1410.55,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,False,2.0,0.0,38394.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.6614450621700233,0.5251092756927315,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1324.4,0,0.0,0,1
682.0,148.0,1716.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,True,2.0,0.0,37365.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,227.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4420708936846789,0.809798296397391,0.2945299483065095,0.517246309489413,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.1675236358312656,1.42648181804062,2042.24,0,0.0,0,1
227.0,1562.0,3124.0,849.0,2.0,14000.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,7.0,1.0,29094.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,498.0,42.0,0.0,2.0,1810.0,4.0,0.0,0.0,0.0,0.0,0.5269349197612052,0.2645930049948846,0.0946015627285911,0.3937317268640578,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2805.15,0,0.0,0,1
876.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,5.0,0.0,33737.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,395.0,33.0,0.0,0.0,0.0,4.0,3198.559810472969,1.0,0.0,0.0,0.2860438947619154,0.1853659114430403,0.5261081652801753,0.3284237509259056,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2271.39,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,3.0,0.0,40900.0,78.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,392.0,33.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1055.05,0,0.0,0,1
4221.0,1438.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,9.0,0.0,41058.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2125.52,0,0.0,1,0
229.0,810.5,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,6.0,0.0,26712.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,283.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,7.1293143275411,2404.4,0,0.0,1,0
979.0,0.0,2258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,0.0,0.0,39738.0,49.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,317.0,26.0,0.0,0.0,0.0,3.0,3431.903927464492,1.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,3512.52,0,0.0,1,0
229.0,0.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,True,2.0,0.0,25841.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,168.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,949.05,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,5.0,0.0,29702.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,183.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.259477599809053,0.1880821777196665,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.1661098188750238,0.3275655284775384,0.5009592785109526,5.192952669821167,2549.75,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,True,4.0,0.0,31081.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,273.1115451388889,22.780164930555557,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.7593852101453898,0.49428009391217764,0.422903648313112,0.4962064558073229,0.7342465144203864,0.5009592785109526,5.192952669821167,1022.26,1,369.62,1,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,5.0,0.0,36028.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,369.0,31.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.3818630268009064,0.8316438922439701,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1841.01,0,0.0,1,0
227.0,0.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,0.0,0.0,26174.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,273.1115451388889,22.780164930555557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.1808604816539877,0.5009592785109526,5.192952669821167,3863.28,0,0.0,0,1
556.0,93.0,1721.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,4.0,0.0,28658.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,350.0,29.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.7778814005608393,5.83738769827147,1319.23,0,0.0,0,1
951.0,304.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,6.0,0.0,44045.0,66.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,349.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.3614143688983989,0.3673843897526886,0.498552187322609,0.4967339818873524,0.4529041805798636,0.189793791155148,0.46037502094222,0.6533526124477063,0.5009592785109526,5.192952669821167,1450.13,1,1015.59,1,0
238.0,3.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,4.0,0.0,27386.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,74.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1784.74,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,True,3.0,0.0,24737.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4612213893516808,0.6746494604853591,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.5125411654153322,0.5017450481192895,0.5009592785109526,5.192952669821167,1017.69,0,0.0,0,1
3259.0,1210.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,1.0,1.0,33902.0,56.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.669596151942825,0.2290578330540725,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,736.93,0,0.0,1,0
405.0,0.0,1632.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,2.0,0.0,27191.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1502.51,0,0.0,0,1
1448.0,983.5,1967.0,0.0,0.0,3500.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,True,6.0,0.0,32183.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,288.0,24.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.2552021957580469,0.8610265562975853,0.4962064558073229,0.5013961826835062,0.4443414748619231,8.58912760681181,1278.59,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,2.0,0.0,27701.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,498.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2790.11,0,0.0,0,1
4294.0,3438.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,6.0,1.0,34021.0,41.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,305.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,689.5,1,690.26,0,1
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,8.0,0.0,29468.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,145.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2118.35,0,0.0,1,0
504.0,0.0,1713.0,0.0,0.0,3000.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,False,7.0,0.0,41319.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,415.0,35.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1316.06,1,566.56,1,0
228.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,False,7.0,0.0,32778.55891619407,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,144.0,12.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.7021465222926567,0.4615797481795023,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1147.64,0,0.0,0,1
2900.0,953.0,2545.0,0.0,0.0,4500.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,True,5.0,0.0,36895.0,45.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,333.0,28.0,0.0,0.0,0.0,57.0,2001.408323973135,1.0,0.0,0.0,0.8211371648708821,0.4893868021339911,0.498552187322609,0.4967339818873524,0.8847484350369897,0.7200776721096903,0.6677094690296789,0.2549863936295489,0.5009592785109526,5.192952669821167,1172.12,1,432.56,1,0
9867.0,2423.0,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,3.0,0.0,27595.0,51.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,232.0,19.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1208.59,0,0.0,0,1
1455.0,377.0,2150.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,False,5.0,1.0,26359.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,390.0,33.0,0.0,0.0,0.0,97.0,0.0,0.0,1.0,0.0,0.49973556153943066,0.5003662514922993,0.5647552178016639,0.4982496239156117,0.6101026510513257,0.7488252301498789,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,679.95,0,0.0,0,1
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,True,4.0,0.0,38702.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,61.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1040.86,0,0.0,0,1
758.0,192.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,True,5.0,1.0,33384.0,76.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,390.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5786579689587666,0.8401342908901622,0.7342905391741178,0.7979120468239461,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2273.35,1,1031.54,1,0
5242.0,2075.0,2484.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,True,1.0,0.0,31122.0,65.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,324.0,27.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.8418110111587583,0.9124187685226166,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,714.24,0,0.0,1,0
1549.0,974.5,1949.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,1.0,0.0,24657.0,72.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,384.0,32.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1236.66,0,0.0,1,0
2413.0,893.0,2001.0,0.0,0.0,3500.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,True,6.0,0.0,34169.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,324.0,27.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.2933824529106299,0.6451427118140733,0.5009592785109526,5.192952669821167,1351.28,0,0.0,0,1
1130.0,4.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,False,5.0,0.0,24249.0,64.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,446.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.7720815901900087,0.4466973290865757,0.5009592785109526,5.192952669821167,3024.83,0,0.0,0,1
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,4.0,1.0,33635.0,55.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,214.0,18.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.7311884770663802,0.895814155703361,0.7279081935143571,0.273288954336681,0.5009592785109526,5.192952669821167,936.49,0,0.0,1,0
227.0,980.5,1961.0,1044.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,9.0,0.0,24275.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,148.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.811503207336675,0.9372292270635124,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.3684523149301101,1.8111158827594096,1823.22,1,1110.73,0,1
227.0,0.0,1620.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,3.0,0.0,41724.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,115.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,2324.42,0,0.0,0,1
227.0,1111.0,2222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,5.0,0.0,31306.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,106.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.49973556153943066,0.5003662514922993,0.498552187322609,0.4967339818873524,0.49428009391217764,0.49858759932378294,0.4962064558073229,0.5013961826835062,0.5009592785109526,5.192952669821167,1579.63,0,0.0,0,1
